Modulo,Domanda,Opzione,Risposta Corretta
Modulo 2 - Unità didattica 2,Quali strategie posso utilizzare per proteggere da un possibile attacco cyber ad una linea produttiva (l’unica che produce uno specifico prodotto)?,Identificare e proteggere (o eliminare) eventuali connessioni dirette alla rete pubblica (internet),VERO
Modulo 2 - Unità didattica 2,Quali strategie posso utilizzare per proteggere da un possibile attacco cyber ad una linea produttiva (l’unica che produce uno specifico prodotto)?,Realizzare un adeguato sistema di segmentazione e segregazione delle reti e degli apparati di controllo,VERO
Modulo 2 - Unità didattica 2,Quali strategie posso utilizzare per proteggere da un possibile attacco cyber ad una linea produttiva (l’unica che produce uno specifico prodotto)?,"Gestire gli accessi remoti ai sistemi informatici di linea con opportune procedure, autorizzazioni, tecnologie",VERO
Modulo 2 - Unità didattica 2,Quali strategie posso utilizzare per proteggere da un possibile attacco cyber ad una linea produttiva (l’unica che produce uno specifico prodotto)?,Valutare la realizzazione di una linea produttiva parallela analoga alla prima che utilizza la stessa rete,FALSO
Modulo 2 - Unità didattica 2,Quali strategie posso utilizzare per proteggere da un possibile attacco cyber ad una linea produttiva (l’unica che produce uno specifico prodotto)?,Identificare eventuali obsolescenze software e hardware e vulnerabilità standardizzate (CVE) nei sistemi industriali,VERO
Modulo 2 - Unità didattica 2,Quali strategie posso utilizzare per proteggere da un possibile attacco cyber ad una linea produttiva (l’unica che produce uno specifico prodotto)?,Isolate completamente la rete industriale dalla rete office,FALSO
Modulo 2 - Unità didattica 2,Un incidente informatico interno all’organizzazione,Può essere qualsiasi evento che sottintende una violazione delle politiche di sicurezza IT fonte di danno per gli asset IT,VERO
Modulo 2 - Unità didattica 2,Un incidente informatico interno all’organizzazione,Può essere un incidente collegato ad un attacco con obiettivi economici e può avere come obiettivi i sistemi Amministrativi e gestionali o i sistemi di progettazione,VERO
Modulo 2 - Unità didattica 2,Un incidente informatico interno all’organizzazione,In ogni caso è di rilevanza inferiore rispetto ad un attacco diretto,FALSO
Modulo 2 - Unità didattica 2,Un incidente informatico interno all’organizzazione,"Può essere collegato ad un attacco avente come obiettivo l’interruzione del servizio mediante il blocco dei sistemi amministrativi e gestionali, i portali web e di e-commerce o i sistemi di produzione",VERO
Modulo 2 - Unità didattica 2,Un incidente informatico interno all’organizzazione,Ha come caratteristica la facilità di verifica del nesso causa-effetto tra evento rilevato e danno subito,FALSO
Modulo 2 - Unità didattica 2,Un incidente informatico interno all’organizzazione,Può essere un evento casuale legato ad un’operazione o una procedura errata,VERO
Modulo 2 - Unità didattica 3,Il Sistema Informativo nella Gestione Aziendale,"È quell’insieme di elementi che raccolgono, elaborano, memorizzano e distribuiscono dati e informazioni a supporto delle varie attività aziendali",VERO
Modulo 2 - Unità didattica 3,Il Sistema Informativo nella Gestione Aziendale,"Supporta le attività decisionali, di coordinamento e di controllo",VERO
Modulo 2 - Unità didattica 3,Il Sistema Informativo nella Gestione Aziendale,Identifica l’infrastruttura tecnologica ma non le persone che contribuiscono al suo funzionamento,FALSO
Modulo 2 - Unità didattica 3,Il Sistema Informativo nella Gestione Aziendale,È lo strumento che permette al personale aziendale l’analisi dei problemi e la visualizzazione delle possibili soluzioni,VERO
Modulo 2 - Unità didattica 3,Il Sistema Informativo nella Gestione Aziendale,Non è mai integrato con gli impianti e le linee produttivi,FALSO
Modulo 2 - Unità didattica 3,Il Sistema Informativo nella Gestione Aziendale,Supporta la definizione di strategie e la conduzione esecutiva dell’azienda,VERO
Modulo 2 - Unità didattica 3,In ogni Organizzazione,La Mansione deve essere assegnata a ogni individuo,VERO
Modulo 2 - Unità didattica 3,In ogni Organizzazione,Una Mansione specifica può non essere associata ad un individuo,FALSO
Modulo 2 - Unità didattica 3,In ogni Organizzazione,Il Ruolo è l’insieme dei comportamenti previsti da una specifica figura professionale,VERO
Modulo 2 - Unità didattica 3,In ogni Organizzazione,La Posizione è lo stato o il grado assegnato ad una figura professionale,VERO
Modulo 2 - Unità didattica 3,In ogni Organizzazione,Ad ogni risorsa vanno assegnate delle responsabilità per raggiungere degli obiettivi aziendali comuni,VERO
Modulo 2 - Unità didattica 3,In ogni Organizzazione,Le stesse mansioni i ruoli e le posizioni aziendali possono essere attribuite a più persone contemporaneamente,FALSO
Modulo 2 - Unità didattica 3,L'organigramma in un'organizzazione,E' un documento statico che non richiede mai aggiornamenti,FALSO
Modulo 2 - Unità didattica 3,L'organigramma in un'organizzazione,E' una rappresentazione grafica della struttura organizzativa di un'azienda,VERO
Modulo 2 - Unità didattica 3,L'organigramma in un'organizzazione,E' uno strumento utile per la gestione delle risorse umane e per la pianificazione strategica,VERO
Modulo 2 - Unità didattica 3,L'organigramma in un'organizzazione,Può aiutare a chiarire ruoli e responsabilità all'interno di un'organizzazione,VERO
Modulo 2 - Unità didattica 3,L'organigramma in un'organizzazione,Può essere utilizzato per identificare aree di sovrapposizione o di conflitto all'interno di un'organizzazione,VERO
Modulo 2 - Unità didattica 3,L'organigramma in un'organizzazione,E' un documento riservato che non può essere condiviso con nessuno all'interno o all'esterno dell'azienda.,FALSO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 1),"Può essere definita come tutti quegli elementi (materiali, strumentali e umani) che permettono di ottenere, attraverso un’azione strutturata, codificata e documentata, gli obiettivi aziendali",VERO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 1),E' l'insieme di operazioni coordinate (soggettive e oggettive) che l'azienda compie per ottenere gli obiettivi predefiniti,FALSO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 1),Deve declinare la “mission” aziendale in obiettivi concretamente raggiungibili e misurabili,VERO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 1),Deve assegnare in maniera non ambigua compiti e ruoli a tutto il personale,VERO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 1),Non riguarda specificatamente la tecnologia e la struttura produttiva,FALSO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 1),Attraverso l’assegnazione dei compiti realizza il workflow produttivo,VERO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 2),"Può essere definita come l’insieme dei processi, dei materiali, degli strumenti e delle persone che li operano e li gestiscono, in maniera coordinata, per il raggiungimento di uno scopo comune o un obiettivo di impresa",VERO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 2),Può essere considerata come la “struttura amministrativa” di un’azienda,FALSO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 2),Può essere considerati l’insieme degli elementi che permettono la funzione produttiva di un’azienda,VERO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 2),"Ha come elementi fondanti: gli obiettivi, l’assegnazione dei compiti e dei ruoli e la tecnologia che realizza la struttura produttiva",VERO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 2),Definisce come siano suddivise le attività fra le persone coinvolte e i meccanismi di coordinamento,VERO
Modulo 2 - Unità didattica 3,L’Organizzazione Aziendale (Definizione 2),È l’insieme delle procedure operative aziendali,FALSO
Modulo 2 - Unità didattica 3,Nell'organizzazione aziendale il ruolo di una risorsa,"E' l'insieme delle mansioni, responsabilità e obiettivi assegnati a una specifica posizione",VERO
Modulo 2 - Unità didattica 3,Nell'organizzazione aziendale il ruolo di una risorsa,"Definisce esattamente cosa deve fare una persona, come deve farlo e quali risultati deve raggiungere",VERO
Modulo 2 - Unità didattica 3,Nell'organizzazione aziendale il ruolo di una risorsa,"Evita sovrapposizioni, riduce i conflitti interni e aumenta la produttività",VERO
Modulo 2 - Unità didattica 3,Nell'organizzazione aziendale il ruolo di una risorsa,Permette al dipendente di sapere quali sono i suoi limiti di responsabilità e su cosa concentrarsi,VERO
Modulo 2 - Unità didattica 3,Nell'organizzazione aziendale il ruolo di una risorsa,E' di fatto lo stato o il grado assegnato ad una figura professionale all’interno dell’organizzazione,FALSO
Modulo 2 - Unità didattica 3,Nell'organizzazione aziendale il ruolo di una risorsa,Richiede sempre un atteggiamento rigido da parte della risorsa che deve attenersi solamente ed unicamente alle proprie mansioni,FALSO
Modulo 2 - Unità didattica 3,Nella gestione aziendale le Operazioni Oggettive possono essere:,Il reperimento di mezzi finanziari,VERO
Modulo 2 - Unità didattica 3,Nella gestione aziendale le Operazioni Oggettive possono essere:,Le attività decisionali,FALSO
Modulo 2 - Unità didattica 3,Nella gestione aziendale le Operazioni Oggettive possono essere:,Gli Investimenti per lo sviluppo del business,VERO
Modulo 2 - Unità didattica 3,Nella gestione aziendale le Operazioni Oggettive possono essere:,Le attività di controllo,FALSO
Modulo 2 - Unità didattica 3,Nella gestione aziendale le Operazioni Oggettive possono essere:,La produzione ovvero la trasformazione in prodotti finiti o semilavorati,VERO
Modulo 2 - Unità didattica 3,Nella gestione aziendale le Operazioni Oggettive possono essere:,Il disinvestimento di asset obsoleti,VERO
Modulo 2 - Unità didattica 3,Nella gestione aziendale quali delle seguenti sono Operazioni Soggettive:,Attività decisionali,VERO
Modulo 2 - Unità didattica 3,Nella gestione aziendale quali delle seguenti sono Operazioni Soggettive:,Reperimento di mezzi finanziari,FALSO
Modulo 2 - Unità didattica 3,Nella gestione aziendale quali delle seguenti sono Operazioni Soggettive:,Attività esecutive per realizzare le decisioni prese,VERO
Modulo 2 - Unità didattica 3,Nella gestione aziendale quali delle seguenti sono Operazioni Soggettive:,Le attività di controllo,VERO
Modulo 2 - Unità didattica 3,Nella gestione aziendale quali delle seguenti sono Operazioni Soggettive:,La produzione ovvero la trasformazione in prodotti finiti o semilavorati,FALSO
Modulo 2 - Unità didattica 3,Nella gestione aziendale quali delle seguenti sono Operazioni Soggettive:,Il disinvestimento di asset obsoleti,FALSO
Modulo 2 - Unità didattica 3,Un Processo Aziendale,"Può essere definito come un insieme di attività, non necessariamente collegate, che possono portare a diversi obiettivi a carattere strategico",FALSO
Modulo 2 - Unità didattica 3,Un Processo Aziendale,Può essere definito come un insieme di attività collegate tese al raggiungimento di un obiettivo specifico,VERO
Modulo 2 - Unità didattica 3,Un Processo Aziendale,Può essere modellizzato in modo che sia possibile verificare eventuali anomalie del processo stesso ed apportarne miglioramenti,VERO
Modulo 2 - Unità didattica 3,Un Processo Aziendale,Una volta strutturato e testato non deve essere modificato nel tempo,FALSO
Modulo 2 - Unità didattica 3,Un Processo Aziendale,Ha input che sono costituiti da fattori che contribuiscono (direttamente e indirettamente) al valore aggiunto di un servizio o di un prodotto,VERO
Modulo 2 - Unità didattica 3,Un Processo Aziendale,Si può modellizzare attraverso l’uso di specifici diagrammi di flusso,VERO
