Modulo,Domanda,Opzione,Risposta Corretta
M4 - UD2,Il modello PaaS (Platform as a Service) prevede,L'impossibilità di eseguire codice personalizzato all'interno dell'ambiente,FALSO
M4 - UD2,Il Security Awareness,È il programma di formazione e sensibilizzazione dei dipendenti sulla sicurezza,VERO
M4 - UD2,Il Security Awareness,"Mira a ridurre i rischi derivanti da Social Engineering, Phishing ed errori umani",VERO
M4 - UD2,Il Security Awareness,"Promuove comportamenti sicuri nell'uso di posta, password e dispositivi aziendali",VERO
M4 - UD2,Il Security Awareness,Sviluppa il 'Fattore Umano' come prima linea di difesa (Human Firewall),VERO
M4 - UD2,Il Security Awareness,Sostituisce del tutto l'uso di firewall e software antivirus sui sistemi,FALSO
M4 - UD2,Il Security Awareness,È rivolto esclusivamente agli amministratori di rete ed ai tecnici IT,FALSO
M4 - UD2,Insourcing,Consiste nel gestire e svolgere le attività IT e di sicurezza con risorse interne,VERO
M4 - UD2,Insourcing,Consente di mantenere il controllo diretto e la governance sui dati e sui processi,VERO
M4 - UD2,Insourcing,Favorisce la crescita ed il consolidamento delle competenze interne,VERO
M4 - UD2,Insourcing,"Può comportare costi fissi più elevati per personale, formazione e dotazioni",VERO
M4 - UD2,Insourcing,Significa affidare in outsourcing ad un fornitore esterno l'intero CED,FALSO
M4 - UD2,Insourcing,È una modalità di gestione vietata dagli standard ISO/IEC 27001,FALSO
M4 - UD2,L'esternalizzazione di servizi informatici in Cloud,Può essere una soluzione per ridurre l'onere di elaborazione in carico al CED,VERO
M4 - UD2,L'esternalizzazione di servizi informatici in Cloud,Permette una riduzione dei costi fissi se opportunamente gestita e configurata,VERO
M4 - UD2,L'esternalizzazione di servizi informatici in Cloud,Ha sempre un aumento dei costi fissi,FALSO
M4 - UD2,L'esternalizzazione di servizi informatici in Cloud,"Permette una maggiore accessibilità all'applicazione: È necessario, di solito, solamente un browser",VERO
M4 - UD2,L'esternalizzazione di servizi informatici in Cloud,Permette una migliore scalabilità: Le tariffe dei provider sono progressivamente decrescenti man mano che aumentano gli utenti,VERO
M4 - UD2,L'esternalizzazione di servizi informatici in Cloud,Permette una maggior controllo dell'applicazione (es. in caso di anomalie e malfunzionamento),FALSO
M4 - UD2,L'organizzazione della Cybersicurezza in ambito bancario,Ha tradizionalmente sviluppato strategie fortemente focalizzate sulla gestione del rischio,VERO
M4 - UD2,L'organizzazione della Cybersicurezza in ambito bancario,Tradizionalmente si occupa poco degli aspetti di sicurezza logica perché tali aspetti non possono avere impatto sull'andamento finanziario dell'azienda,FALSO
M4 - UD2,L'organizzazione della Cybersicurezza in ambito bancario,Gestisce tipicamente le nuove minacce attraverso comitati di direzione per la gestione del rischio che rispondono all'amministratore delegato o al consiglio di amministrazione,VERO
M4 - UD2,L'organizzazione della Cybersicurezza in ambito bancario,In molti casi prevede che la figura del CSO (Chief of Security Officer) abbia responsabilità anche sulla sicurezza logica della banca,VERO
M4 - UD2,L'organizzazione della Cybersicurezza in ambito bancario,In nessun caso la figura del CSO ha responsabilità anche sulla sicurezza logica della banca,FALSO
M4 - UD2,L'organizzazione della Cybersicurezza in ambito bancario,Nei casi in cui il CISO (Chief Information Security Officer) non sia gerarchicamente subordinato al CSO le azioni sono dal lui coordinate anche indirettamente,VERO
M4 - UD2,L'organizzazione della Cybersicurezza nelle Infrastrutture Critiche,Nelle aziende più grandi può essere indirizzata da un comitato o una struttura di Risk Management,VERO
M4 - UD2,L'organizzazione della Cybersicurezza nelle Infrastrutture Critiche,"Di solito prevede un CISO che risponde al CIO, o una figura analoga che, molto spesso, ha in carico l'innovazione digitale",VERO
M4 - UD2,L'organizzazione della Cybersicurezza nelle Infrastrutture Critiche,Non è soggetta a normative locali o internazionali,FALSO
M4 - UD2,L'organizzazione della Cybersicurezza nelle Infrastrutture Critiche,"A livello internazionale, globale non è regolata in maniera uniforme",VERO
M4 - UD2,L'organizzazione della Cybersicurezza nelle Infrastrutture Critiche,In Europa è soggetta a direttive comunitarie,VERO
M4 - UD2,L'organizzazione della Cybersicurezza nelle Infrastrutture Critiche,Secondo le normative deve prevedere un sistema di gestione,VERO
M4 - UD2,"La ""servitizzazione"" nel Cloud",Necessità una verifica approfondita dei livelli di servizio contrattuali,VERO
M4 - UD2,"La ""servitizzazione"" nel Cloud",Permette una riduzione dei costi fissi se opportunamente gestita e configurata,VERO
M4 - UD2,"La ""servitizzazione"" nel Cloud",Permette forti customizzazioni del servizio e nel contempo la riduzione di costi di esercizio,FALSO
M4 - UD2,"La ""servitizzazione"" nel Cloud","Permette una maggiore accessibilità all'applicazione: È necessario, di solito, solamente un browser",VERO
M4 - UD2,"La ""servitizzazione"" nel Cloud",Permette una migliore scalabilità: Le tariffe dei provider sono progressivamente decrescenti man mano che aumentano gli utenti,VERO
M4 - UD2,"La ""servitizzazione"" nel Cloud",Permette una maggior controllo dell'applicazione (es. in caso di anomalie e malfunzionamento),FALSO
M4 - UD2,La fornitura di servizi informatici di tipo SaaS prevede,Networking gestito dal cloud service provider,VERO
M4 - UD2,La fornitura di servizi informatici di tipo SaaS prevede,Storage gestito dal cloud service provider,VERO
M4 - UD2,La fornitura di servizi informatici di tipo SaaS prevede,Servers gestiti dal cloud service provider,VERO
M4 - UD2,La fornitura di servizi informatici di tipo SaaS prevede,Virtualizzazione gestita dal cloud service provider,VERO
M4 - UD2,La fornitura di servizi informatici di tipo SaaS prevede,Sistema Operativo gestito internamente all'azienda,FALSO
M4 - UD2,La fornitura di servizi informatici di tipo SaaS prevede,Applicazione gestita internamente all'azienda,FALSO
M4 - UD2,La gestione dei fornitori di terze parti (Supply Chain Security),Valuta i rischi di sicurezza derivanti dai fornitori di prodotti e servizi IT,VERO
M4 - UD2,La gestione dei fornitori di terze parti (Supply Chain Security),Richiede l'inserimento di requisiti e clausole di sicurezza nei contratti,VERO
M4 - UD2,La gestione dei fornitori di terze parti (Supply Chain Security),Prevede verifiche ed audit periodici sul rispetto dei livelli di sicurezza pattuiti,VERO
M4 - UD2,La gestione dei fornitori di terze parti (Supply Chain Security),Mitiga la vulnerabilità dell'azienda ad attacchi veicolati tramite terzi,VERO
M4 - UD2,La gestione dei fornitori di terze parti (Supply Chain Security),Presume che qualunque fornitore esterno sia sempre perfettamente sicuro,FALSO
M4 - UD2,La gestione dei fornitori di terze parti (Supply Chain Security),Si applica unicamente ai fornitori di materiale cartaceo e di cancelleria,FALSO
M4 - UD2,La gestione del rischio nelle organizzazioni finanziarie,Richiede l'adozione di standard rigorosi come ISO 27001 e DORA,VERO
M4 - UD2,La gestione del rischio nelle organizzazioni finanziarie,Prevede la chiara definizione del Risk Appetite da parte dell'organo di governo,VERO
M4 - UD2,La gestione del rischio nelle organizzazioni finanziarie,Comprende piani di Disaster Recovery e test di resilienza operativa,VERO
M4 - UD2,La gestione del rischio nelle organizzazioni finanziarie,Usa la Threat Intelligence per prevenire e contrastare attacchi mirati,VERO
M4 - UD2,La gestione del rischio nelle organizzazioni finanziarie,Elimina totalmente la necessità di coperture assicurative cyber,FALSO
M4 - UD2,La gestione del rischio nelle organizzazioni finanziarie,Vieta l'uso di algoritmi di crittografia per la protezione delle transazioni,FALSO
M4 - UD2,La servitizzazione IaaS (Infrastructure as a Service) prevede,"La fornitura di risorse di calcolo, storage, server e rete virtualizzati",VERO
M4 - UD2,La servitizzazione IaaS (Infrastructure as a Service) prevede,"Che il cliente gestisca sistema operativo, middleware, applicazioni e dati",VERO
M4 - UD2,La servitizzazione IaaS (Infrastructure as a Service) prevede,Che il provider si occupi della sicurezza dell'hardware e dell'infrastruttura fisica,VERO
M4 - UD2,La servitizzazione IaaS (Infrastructure as a Service) prevede,Che il cliente sia responsabile del patching e della configurazione del sistema operativo,VERO
M4 - UD2,La servitizzazione IaaS (Infrastructure as a Service) prevede,Che il provider sviluppi direttamente il software applicativo del cliente,FALSO
M4 - UD2,La servitizzazione IaaS (Infrastructure as a Service) prevede,Che il cliente non possa scegliere quale sistema operativo installare,FALSO
M4 - UD2,La servitizzazione SaaS (Software as a Service) prevede,La fornitura di un'applicazione software completa fruibile via web,VERO
M4 - UD2,La servitizzazione SaaS (Software as a Service) prevede,Che il cliente gestisca solo i dati ed i profili di accesso degli utenti,VERO
M4 - UD2,La servitizzazione SaaS (Software as a Service) prevede,"Che il provider gestisca infrastruttura, sistema operativo, applicazione ed aggiornamenti",VERO
M4 - UD2,La servitizzazione SaaS (Software as a Service) prevede,L'abbattimento dei costi di installazione e manutenzione software in locale,VERO
M4 - UD2,La servitizzazione SaaS (Software as a Service) prevede,Che il cliente abbia il controllo ed il possesso del codice sorgente,FALSO
M4 - UD2,La servitizzazione SaaS (Software as a Service) prevede,Che il cliente debba acquistare server dedicati presso la propria sede,FALSO
M4 - UD2,La Struttura organizzativa Divisionale,"È una soluzione organizzativa dove tutte le attività (produzione, marketing, finanza, ecc.) inerenti un prodotto vengono raggruppate in una divisione",VERO
M4 - UD2,La Struttura organizzativa Divisionale,È una soluzione organizzativa dove ogni divisione corrisponde ad una unità organizzativa,VERO
M4 - UD2,La Struttura organizzativa Divisionale,Facilita la realizzazione di strategie per la diversificazione produttiva,VERO
M4 - UD2,La Struttura organizzativa Divisionale,Permette di ridurre il numero di dipendenti nelle varie divisioni permettendo economie nelle risorse umane,FALSO
M4 - UD2,La Struttura organizzativa Divisionale,Riduce i possibili conflitti tra staff dell'amministrazione generale e staff delle divisioni,FALSO
M4 - UD2,La Struttura organizzativa Divisionale,Permette di raggruppare tutte le attività di uno specifico prodotto migliorando la flessibilità delle operazioni,VERO
M4 - UD2,Per ridurre i dati archiviati in cloud un'azienda riduce la frequenza di archiviazione di 10.000 registri (da 32 byte) da 1 sec a 1 minuto quanto spazio di archiviazione risparmia in un mese (30 gg)?,Meno del 30% dei dati trasmessi prima della riduzione,FALSO
M4 - UD2,Per ridurre i dati archiviati in cloud un'azienda riduce la frequenza di archiviazione di 10.000 registri (da 32 byte) da 1 sec a 1 minuto quanto spazio di archiviazione risparmia in un mese (30 gg)?,Più del 98% dei dati trasmessi prima della riduzione,VERO
M4 - UD2,Per ridurre i dati archiviati in cloud un'azienda riduce la frequenza di archiviazione di 10.000 registri (da 32 byte) da 1 sec a 1 minuto quanto spazio di archiviazione risparmia in un mese (30 gg)?,Circa 760 Gbyte al mese,VERO
M4 - UD2,Per ridurre i dati archiviati in cloud un'azienda riduce la frequenza di archiviazione di 10.000 registri (da 32 byte) da 1 sec a 1 minuto quanto spazio di archiviazione risparmia in un mese (30 gg)?,Circa 760 Mbyte al mese,FALSO
M4 - UD2,Per ridurre i dati archiviati in cloud un'azienda riduce la frequenza di archiviazione di 10.000 registri (da 32 byte) da 1 sec a 1 minuto quanto spazio di archiviazione risparmia in un mese (30 gg)?,Circa 760 Kbyte al mese,FALSO
M4 - UD2,Per ridurre i dati archiviati in cloud un'azienda riduce la frequenza di archiviazione di 10.000 registri (da 32 byte) da 1 sec a 1 minuto quanto spazio di archiviazione risparmia in un mese (30 gg)?,Una quantità economicamente non rilevante,FALSO
M4 - UD2,Perché è importante formare i dipendenti di un'azienda sul rischio di cybersecurity?,Perché renderli consapevoli dei rischi degli incidenti e attacchi informatici è la principale arma di difesa che può essere messa in campo,VERO
M4 - UD2,Perché è importante formare i dipendenti di un'azienda sul rischio di cybersecurity?,Perché le tecnologie di protezione informatica non sono strumenti isolati ma devono essere di supporto alle persone che devono imparare a conoscerli,VERO
M4 - UD2,Perché è importante formare i dipendenti di un'azienda sul rischio di cybersecurity?,Perché le minacce evolvono costantemente e le vulnerabilità non sono solo tecnologiche,VERO
M4 - UD2,Perché è importante formare i dipendenti di un'azienda sul rischio di cybersecurity?,Perché permette di ridurre drasticamente gli investimenti nelle tecnologie di protezione,FALSO
M4 - UD2,Perché è importante formare i dipendenti di un'azienda sul rischio di cybersecurity?,Perché la sicurezza informatica non è appannaggio del solo ufficio IT: ogni funzione o reparto devono essere coivolti,VERO
M4 - UD2,Perché è importante formare i dipendenti di un'azienda sul rischio di cybersecurity?,Perché permette all'organizzazione di ridurre il personale nel reparto IT,FALSO
M4 - UD2,Quali dei seguenti sono i maggiori rischi di cyber security nelle aziende industriali di produzione di beni?,Rischio reputazionale,VERO
M4 - UD2,Quali dei seguenti sono i maggiori rischi di cyber security nelle aziende industriali di produzione di beni?,Rischio sulla continuità operativa o del business,VERO
M4 - UD2,Quali dei seguenti sono i maggiori rischi di cyber security nelle aziende industriali di produzione di beni?,Rischio finanziario,FALSO
M4 - UD2,Quali dei seguenti sono i maggiori rischi di cyber security nelle aziende industriali di produzione di beni?,Rischio di perdita di dati sensibili,FALSO
M4 - UD2,Quali dei seguenti sono i maggiori rischi di cyber security nelle aziende industriali di produzione di beni?,Rischio di compliance,VERO
M4 - UD2,Quali dei seguenti sono i maggiori rischi di cyber security nelle aziende industriali di produzione di beni?,Rischio di service continuity,FALSO
M4 - UD2,Quali di questi elementi fanno parte di un buon piano operativo per diffondere la sicurezza informatica,Corsi di formazione periodici ed obbligatori per tutto il personale,VERO
M4 - UD2,Quali di questi elementi fanno parte di un buon piano operativo per diffondere la sicurezza informatica,Campagne simulate di Phishing per valutare e migliorare la consapevolezza,VERO
M4 - UD2,Quali di questi elementi fanno parte di un buon piano operativo per diffondere la sicurezza informatica,Definizione e diffusione di linee guida e procedure di sicurezza chiare,VERO
M4 - UD2,Quali di questi elementi fanno parte di un buon piano operativo per diffondere la sicurezza informatica,Piani di comunicazione e messaggi periodici sulle nuove minacce,VERO
M4 - UD2,Quali di questi elementi fanno parte di un buon piano operativo per diffondere la sicurezza informatica,Sanzioni pecuniarie immediate al primo errore senza previa formazione,FALSO
M4 - UD2,Quali di questi elementi fanno parte di un buon piano operativo per diffondere la sicurezza informatica,Spegnimento permanente della connessione internet in tutti gli uffici,FALSO
M4 - UD2,Quali possono essere i rischi di Cyber Security nelle Organizzazioni Bancarie e Finanziarie?,Rischi di tipo finanziario legati ai mancati guadagni sulle provvigioni,VERO
M4 - UD2,Quali possono essere i rischi di Cyber Security nelle Organizzazioni Bancarie e Finanziarie?,Rischi di tipo finanziario legati al mancato investimento di titoli o altri prodotti finanziari,VERO
M4 - UD2,Quali possono essere i rischi di Cyber Security nelle Organizzazioni Bancarie e Finanziarie?,Rischio fisico dei dipendenti,FALSO
M4 - UD2,Quali possono essere i rischi di Cyber Security nelle Organizzazioni Bancarie e Finanziarie?,Rischio di business continuity,VERO
M4 - UD2,Quali possono essere i rischi di Cyber Security nelle Organizzazioni Bancarie e Finanziarie?,Rischio sui crediti delle organizzazioni,FALSO
M4 - UD2,Quali possono essere i rischi di Cyber Security nelle Organizzazioni Bancarie e Finanziarie?,Rischio sulla salute delle persone,FALSO
M4 - UD2,Quali sono i maggiori rischi cyber per le Organizzazioni Bancarie e Finanziarie?,Rischio di perdite finanziarie dirette per frodi ed attacchi informatici,VERO
M4 - UD2,Quali sono i maggiori rischi cyber per le Organizzazioni Bancarie e Finanziarie?,Rischio di blocco dei servizi di pagamento e di Business Continuity,VERO
M4 - UD2,Quali sono i maggiori rischi cyber per le Organizzazioni Bancarie e Finanziarie?,Rischio reputazionale e perdita di fiducia da parte dei clienti,VERO
M4 - UD2,Quali sono i maggiori rischi cyber per le Organizzazioni Bancarie e Finanziarie?,"Rischio di sanzioni per non conformità a direttive e regolamenti (es. DORA, GDPR)",VERO
M4 - UD2,Quali sono i maggiori rischi cyber per le Organizzazioni Bancarie e Finanziarie?,Rischio di usura meccanica delle banconote negli sportelli ATM,FALSO
M4 - UD2,Quali sono i maggiori rischi cyber per le Organizzazioni Bancarie e Finanziarie?,Rischio di smarrimento delle matrici cartacee degli assegni,FALSO
M4 - UD2,Quali sono i vantaggi per passare a servizi informatici in Cloud?,Riduzione dei costi fissi,VERO
M4 - UD2,Quali sono i vantaggi per passare a servizi informatici in Cloud?,Maggiore velocità di installazione e accessibilità,VERO
M4 - UD2,Quali sono i vantaggi per passare a servizi informatici in Cloud?,Riduzione dell'onere di elaborazione in carico al CED,VERO
M4 - UD2,Quali sono i vantaggi per passare a servizi informatici in Cloud?,Migliore scalabilità,VERO
M4 - UD2,Quali sono i vantaggi per passare a servizi informatici in Cloud?,Implementazione più rapida,VERO
M4 - UD2,Quali sono i vantaggi per passare a servizi informatici in Cloud?,Miglior controllo dell'applicazione,FALSO
M4 - UD3,Collocazione del CISO nell'organigramma aziendale delle grandi organizzazioni,Può riportare direttamente al CEO per garantire massima indipendenza ed autorità,VERO
M4 - UD3,Collocazione del CISO nell'organigramma aziendale delle grandi organizzazioni,Può riportare al Chief Risk Officer (CRO) per integrare la sicurezza nei rischi globali,VERO
M4 - UD3,Collocazione del CISO nell'organigramma aziendale delle grandi organizzazioni,Il riporto diretto al CIO può generare conflitti tra operatività e sicurezza,VERO
M4 - UD3,Collocazione del CISO nell'organigramma aziendale delle grandi organizzazioni,Deve interfacciarsi con il Consiglio di Amministrazione per riferire sullo stato dei rischi,VERO
M4 - UD3,Collocazione del CISO nell'organigramma aziendale delle grandi organizzazioni,Deve essere posto gerarchicamente sotto la responsabilità dei servizi di pulizia,FALSO
M4 - UD3,Collocazione del CISO nell'organigramma aziendale delle grandi organizzazioni,Non deve avere alcuna relazione di lavoro con la funzione Legale o di Compliance,FALSO
M4 - UD3,Gli Audit di Sicurezza delle Informazioni,Valutano l'efficacia dei controlli e la conformità alle politiche aziendali ed agli standard,VERO
M4 - UD3,Gli Audit di Sicurezza delle Informazioni,"Possono essere di prima parte (interni), seconda parte (fornitori) o terza parte (certificazione)",VERO
M4 - UD3,Gli Audit di Sicurezza delle Informazioni,"Identificano non conformità, debolezze ed opportunità di miglioramento del SGSI",VERO
M4 - UD3,Gli Audit di Sicurezza delle Informazioni,Devono essere condotti da auditor indipendenti dal settore oggetto di verifica,VERO
M4 - UD3,Gli Audit di Sicurezza delle Informazioni,Servono unicamente ad irrogare sanzioni disciplinari ed espulsioni al personale,FALSO
M4 - UD3,Gli Audit di Sicurezza delle Informazioni,Devono essere comunicati con anni di anticipo per consentire l'alterazione dei registri,FALSO
M4 - UD3,Il Risk Appetite (Inclinazione al Rischio),È la quantità ed il tipo di rischio che un'organizzazione accetta di assumersi,VERO
M4 - UD3,Il Risk Appetite (Inclinazione al Rischio),Viene definito e formalizzato dall'Alta Direzione / Board aziendale,VERO
M4 - UD3,Il Risk Appetite (Inclinazione al Rischio),Orienta la scelta delle contromisure e l'allocazione del budget di sicurezza,VERO
M4 - UD3,Il Risk Appetite (Inclinazione al Rischio),"Se il rischio residuo supera il Risk Appetite, servono ulteriori mitigazioni",VERO
M4 - UD3,Il Risk Appetite (Inclinazione al Rischio),È un valore fisso universale identico per tutte le tipologie di aziende,FALSO
M4 - UD3,Il Risk Appetite (Inclinazione al Rischio),Rappresenta la percentuale minima di profitto da destinare a sanzioni,FALSO
M4 - UD3,L'Organigramma apicale ed il ruolo della sicurezza informatica,Il Board (Consiglio di Amministrazione) ha la responsabilità ultima della Governance Cyber,VERO
M4 - UD3,L'Organigramma apicale ed il ruolo della sicurezza informatica,La sicurezza deve essere considerata fin dalla progettazione delle strategie (Security by Design),VERO
M4 - UD3,L'Organigramma apicale ed il ruolo della sicurezza informatica,Il CISO collabora con il DPO ed i responsabili legali per la protezione dati,VERO
M4 - UD3,L'Organigramma apicale ed il ruolo della sicurezza informatica,Una corretta collocazione garantisce budget e risorse adeguate alla sicurezza,VERO
M4 - UD3,L'Organigramma apicale ed il ruolo della sicurezza informatica,La sicurezza informatica è un semplice tema tecnico di competenza esclusiva del CED,FALSO
M4 - UD3,L'Organigramma apicale ed il ruolo della sicurezza informatica,Il Board non deve mai essere informato sugli incidenti di sicurezza subiti,FALSO
M4 - UD3,"La differenza tra minaccia, vulnerabilità e rischio",Minaccia = Evento o agente potenziale che può causare danni ad un asset,VERO
M4 - UD3,"La differenza tra minaccia, vulnerabilità e rischio",Vulnerabilità = Debolezza intrinseca di un asset o controllo che può essere sfruttata,VERO
M4 - UD3,"La differenza tra minaccia, vulnerabilità e rischio",Rischio = Probabilità che una minaccia sfrutti una vulnerabilità causando un impatto,VERO
M4 - UD3,"La differenza tra minaccia, vulnerabilità e rischio","Se manca la vulnerabilità o la minaccia, il rischio cyber non si concretizza",VERO
M4 - UD3,"La differenza tra minaccia, vulnerabilità e rischio",Minaccia e Vulnerabilità indicano esattamente la stessa identica cosa,FALSO
M4 - UD3,"La differenza tra minaccia, vulnerabilità e rischio",L'impatto misura solo la frequenza di aggiornamento delle firme antivirus,FALSO
M4 - UD3,La Gestione del Rischio di cybersecurity nelle organizzazioni,Può essere indirizzata da una specifica commissione che risponde al Consiglio di Amministrazione,VERO
M4 - UD3,La Gestione del Rischio di cybersecurity nelle organizzazioni,Può essere coordinata dal responsabile del rischio,VERO
M4 - UD3,La Gestione del Rischio di cybersecurity nelle organizzazioni,Viene assegnata come responsabilità al CISO (se esiste),VERO
M4 - UD3,La Gestione del Rischio di cybersecurity nelle organizzazioni,Si realizza mediante la sola identificazione dei rischi più probabili,FALSO
M4 - UD3,La Gestione del Rischio di cybersecurity nelle organizzazioni,E' un fattore rilevante solo per le infrastrutture critiche,FALSO
M4 - UD3,La Gestione del Rischio di cybersecurity nelle organizzazioni,Non fa riferimento a nessuno standard,FALSO
M4 - UD3,La gestione ed il trattamento del rischio informatico,"Le opzioni di trattamento sono: Mitigazione, Trasferimento, Evitamento, Accettazione",VERO
M4 - UD3,La gestione ed il trattamento del rischio informatico,Il trasferimento può avvenire stipulando polizze assicurative cyber o contratti,VERO
M4 - UD3,La gestione ed il trattamento del rischio informatico,L'evitamento comporta la rinuncia all'attività o tecnologia troppo rischiosa,VERO
M4 - UD3,La gestione ed il trattamento del rischio informatico,La mitigazione applica controlli tecnici ed organizzativi per ridurre il rischio,VERO
M4 - UD3,La gestione ed il trattamento del rischio informatico,L'accettazione del rischio equivale ad ignorarne l'esistenza senza analisi,FALSO
M4 - UD3,La gestione ed il trattamento del rischio informatico,È un processo svolto una sola volta nella storia dell'azienda senza revisioni,FALSO
M4 - UD3,La risposta agli incidenti di sicurezza (Incident Response),"Prevede le fasi di Preparazione, Rilevamento, Contenimento, Eradicazione, Ripristino e Post-evento",VERO
M4 - UD3,La risposta agli incidenti di sicurezza (Incident Response),Richiede l'istituzione di un team di risposta rapida (CSIRT / CERT) specializzato,VERO
M4 - UD3,La risposta agli incidenti di sicurezza (Incident Response),Ha l'obiettivo di contenere l'impatto e ripristinare la normale operatività,VERO
M4 - UD3,La risposta agli incidenti di sicurezza (Incident Response),Include l'analisi delle cause radice (Lessons Learned) per evitare il ripetersi dell'evento,VERO
M4 - UD3,La risposta agli incidenti di sicurezza (Incident Response),Consiste nel riavviare i server senza condurre alcuna indagine o analisi,FALSO
M4 - UD3,La risposta agli incidenti di sicurezza (Incident Response),Proibisce la notifica dell'evento alle autorità anche se imposta dalla legge,FALSO
M4 - UD3,La Security Governance vs Security Management,"La Governance stabilisce le strategie, la direzione, le politiche ed i ruoli",VERO
M4 - UD3,La Security Governance vs Security Management,Il Management attua operativamente e tatticamente le direttive della Governance,VERO
M4 - UD3,La Security Governance vs Security Management,"La Governance pertiene all'Alta Direzione / Board, il Management al CISO / Team IT",VERO
M4 - UD3,La Security Governance vs Security Management,Insieme garantiscono l'allineamento della sicurezza agli obiettivi d'impresa,VERO
M4 - UD3,La Security Governance vs Security Management,Il Management elimina la necessità di una Governance e di regole aziendali,FALSO
M4 - UD3,La Security Governance vs Security Management,La Governance si occupa solo di ordinare la marca dei cavi ethernet da acquistare,FALSO
M4 - UD3,Perché le Utilities sono particolarmente sensibili al Rischio di Cybersecurity?,"Perché sono un bersaglio sensibile, tutto sommato facile e appetibile",VERO
M4 - UD3,Perché le Utilities sono particolarmente sensibili al Rischio di Cybersecurity?,"Perché, data la prevalente proprietà pubblica, non è sempre facile avere budget per gli investimenti necessari",VERO
M4 - UD3,Perché le Utilities sono particolarmente sensibili al Rischio di Cybersecurity?,Perché crescono le vulnerabilità grazie alla crescente digitalizzazione,VERO
M4 - UD3,Perché le Utilities sono particolarmente sensibili al Rischio di Cybersecurity?,Perché il perimetro di sicurezza è quasi sempre molto ampio e complesso,VERO
M4 - UD3,Perché le Utilities sono particolarmente sensibili al Rischio di Cybersecurity?,Perché producono beni di alto valore unitario,FALSO
M4 - UD3,Perché le Utilities sono particolarmente sensibili al Rischio di Cybersecurity?,Perché producono prevalentemente servizi per la pubblica amministrazione,FALSO
M4 - UD3,Secondo il sociologo e filosofo Max Weber,Prima del processo di industrializzazione le società erano organizzate sulla base del potere tradizione o sul potere carismatico,VERO
M4 - UD3,Secondo il sociologo e filosofo Max Weber,La burocrazia è una nuova forma di autorità superiore a quelle precedenti,VERO
M4 - UD3,Secondo il sociologo e filosofo Max Weber,La burocrazia è una nuova forma di autorità che però non è affatto migliore delle precedenti,FALSO
M4 - UD3,Secondo il sociologo e filosofo Max Weber,Il modello di burocrazia ha 10 caratteristiche che lo contraddistiguono,VERO
M4 - UD3,Secondo il sociologo e filosofo Max Weber,Tra le caratteristiche attuali che contraddistiguono il modello di burocrazia c'è il Lavoro Part-Time,FALSO
M4 - UD3,Secondo il sociologo e filosofo Max Weber,Tra le caratteristiche attuali che contraddistiguono il modello di burocrazia c'è la Gerarchia degli Uffici,VERO
M4 - UD3,Una grande Azienda Multiutility,"Si occupa di fornire un solo servizio essenziale, ad esempio solo elettricità, in maniera monopolistica",FALSO
M4 - UD3,Una grande Azienda Multiutility,"Opera spesso in regime regolamentato, con tariffe stabilite o controllate da autorità pubbliche",VERO
M4 - UD3,Una grande Azienda Multiutility,"Agisce principalmente nei settori di energia, acqua e gestione dei rifiuti",VERO
M4 - UD3,Una grande Azienda Multiutility,Non ha alcun ruolo nella transizione energetica e ambientale,FALSO
M4 - UD3,Una grande Azienda Multiutility,Può nascere dall'aggregazione di più aziende locali che gestiscono singoli servizi,VERO
M4 - UD3,Una grande Azienda Multiutility,E' sempre un'azienda privata senza alcuna partecipazione pubblica,FALSO
