Modulo,Domanda,Opzione,Risposta Corretta
Modulo 1 - Unità didattica 1,Nel Packet Switching (la tecnica di commutazione):,I pacchetti vengono suddivisi e trasmessi in maniera indipendente e riassemblati all'estremità ricevente nell'ordine di arrivo,FALSO
Modulo 1 - Unità didattica 1,Nel Packet Switching (la tecnica di commutazione):,"Se un messaggio arriva mancante di pacchetti o danneggiato verrà inviata una notifica per inviare nuovamente il messaggio, se invece viene raggiunto l'ordine corretto dei pacchetti, verrà inviata notifica di conferma",VERO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica anche su breve distanza e con poca banda?,Perché è immune alle interferenze elettromagnetiche,VERO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica anche su breve distanza e con poca banda?,Per l'alta resistenza elettrica che la rende sicura se utilizzata vicino a strumenti ad alto voltaggio,VERO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica anche su breve distanza e con poca banda?,Per la maggiore sicurezza: non produce scintille (che possono provocare incendi o esplosioni in zona critiche),VERO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica anche su breve distanza e con poca banda?,"Per la maggiore leggerezza, utile ad esempio negli aeroplani",VERO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica anche su breve distanza e con poca banda?,Per i minori costi per i materiali anche quando si desiderano quantità non molto elevate,FALSO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica anche su breve distanza e con poca banda?,Per il costo minore di trasmettitori e ricevitori,FALSO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica?,Perché ha una maggiore sicurezza contro intercettazioni rispetto ai cavi in rame.,VERO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica?,Perché non richiede nessuna infrastruttura dedicata,FALSO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica?,Perché è immune ai disturbi elettromagnetici,VERO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica?,Perché consente di coprire grandi distanze senza perdita significativa di segnale,VERO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica?,Perché è completamente esente dai fenomeni di disturbo,FALSO
Modulo 1 - Unità didattica 1,Perché si utilizza la fibra ottica?,Perché è più economica del doppino di rame in ogni situazione,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il telegrafo?,Un cavo di trasmissione,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il telegrafo?,Una batteria,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il telegrafo?,Un’antenna,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il telegrafo?,Una valvola rilevatrice,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il telegrafo?,Un selettore a due posizioni,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il telegrafo?,Una elettrocalamita,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il trasmettitore di G.Marconi del 1.900?,Un circuito di amplificazione di tensione,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il trasmettitore di G.Marconi del 1.900?,Una bobina,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il trasmettitore di G.Marconi del 1.900?,Un triodo,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il trasmettitore di G.Marconi del 1.900?,Una valvola rivelatrice,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il trasmettitore di G.Marconi del 1.900?,Una capacità varabile,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti componenti erano costituenti il trasmettitore di G.Marconi del 1.900?,Un diodo,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti elementi costituiscono un cavo in fibra ottica?,Core,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti elementi costituiscono un cavo in fibra ottica?,Cladding,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti elementi costituiscono un cavo in fibra ottica?,Buffer,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti elementi costituiscono un cavo in fibra ottica?,Wrapping,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti elementi costituiscono un cavo in fibra ottica?,Jacket,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti elementi costituiscono un cavo in fibra ottica?,Sheathing,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti sono crimini informatici o cyber crimini secondo l’ordinamento italiano,Frodi tramite e-mail e Internet,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti sono crimini informatici o cyber crimini secondo l’ordinamento italiano,Tutti i casi di Hacktivismo,FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti sono crimini informatici o cyber crimini secondo l’ordinamento italiano,Furto d'identità (vengono sottratte e poi utilizzate le informazioni personali),VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti sono crimini informatici o cyber crimini secondo l’ordinamento italiano,Furto dei dati finanziari o dei dettagli delle carte di credito,VERO
Modulo 1 - Unità didattica 1,Quali dei seguenti sono crimini informatici o cyber crimini secondo l’ordinamento italiano,Furto di valuta da sportelli ATM (Bancomat),FALSO
Modulo 1 - Unità didattica 1,Quali dei seguenti sono crimini informatici o cyber crimini secondo l’ordinamento italiano,Cyber-estorsione (richiesta di denaro per disinnescare un attacco preannunciato),VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni che hanno decretato il successo della fibra ottica?,Perché peremette di incrementare la banda di trasmissione dei dati,VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni che hanno decretato il successo della fibra ottica?,Perché permette di aumentare e migliorare i servizi gestiti dal canale,VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni che hanno decretato il successo della fibra ottica?,Perché è immune ai disturbi elettromagnetici,VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni che hanno decretato il successo della fibra ottica?,Perché aumenta la velocità di trasmissione,VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni che hanno decretato il successo della fibra ottica?,Perché è completamente esente dai fenomeni di disturbo,FALSO
Modulo 1 - Unità didattica 1,Quali sono le ragioni che hanno decretato il successo della fibra ottica?,Perché la cablatura costa poco,FALSO
Modulo 1 - Unità didattica 1,Quali sono le ragioni della crescente diffusione della criminalità informatica,L’incessante sviluppo della tecnologia informatica e le nuove opportunità di aggressione ai beni e le proprietà,VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni della crescente diffusione della criminalità informatica,La difficoltà della ricerca delle prove e i non sempre adeguati strumenti normativi,VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni della crescente diffusione della criminalità informatica,Il forte radicamento dei fenomeni cyber criminosi con il loro territorio d’origine,FALSO
Modulo 1 - Unità didattica 1,Quali sono le ragioni della crescente diffusione della criminalità informatica,La transnazionalità di fenomeni criminosi e la difformità degli strumenti normativi nei vari stati,VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni della crescente diffusione della criminalità informatica,La transizione del reato da un ambiente tangibile e materiale verso un ambiente intangibile e dematerializzato,VERO
Modulo 1 - Unità didattica 1,Quali sono le ragioni della crescente diffusione della criminalità informatica,La transizione del reato da un ambiente intangibile e dematerializzato verso un ambiente tangibile e materiale,FALSO
Modulo 1 - Unità didattica 1,Selezionare il numero massimo delle combinazioni possibili dei rotori (scelta di 3 su 5):,26,FALSO
Modulo 1 - Unità didattica 1,Selezionare il numero massimo delle combinazioni possibili dei rotori (scelta di 3 su 5):,66,FALSO
Modulo 1 - Unità didattica 1,Selezionare il numero massimo delle combinazioni possibili dei rotori (scelta di 3 su 5):,60,VERO
Modulo 1 - Unità didattica 1,Selezionare il numero massimo delle combinazioni possibili dei rotori (scelta di 3 su 5):,86,FALSO
Modulo 1 - Unità didattica 1,Selezionare il numero massimo delle combinazioni possibili dei rotori (scelta di 3 su 5):,28,FALSO
Modulo 1 - Unità didattica 1,Selezionare il numero massimo delle combinazioni possibili dei rotori (scelta di 3 su 5):,5,FALSO
Modulo 1 - Unità didattica 1,Selezionare la formula matematica corretta per calcolare il numero di combinazioni possibili con lo scambio di 9 coppie con 9 cavi su Enigma:,26! / (4! * 9! * 2^9),FALSO
Modulo 1 - Unità didattica 1,Selezionare la formula matematica corretta per calcolare il numero di combinazioni possibili con lo scambio di 9 coppie con 9 cavi su Enigma:,26! / (4! * 10! * 2^10),FALSO
Modulo 1 - Unità didattica 1,Selezionare la formula matematica corretta per calcolare il numero di combinazioni possibili con lo scambio di 9 coppie con 9 cavi su Enigma:,26! / (4! * 13! * 2^13),FALSO
Modulo 1 - Unità didattica 1,Selezionare la formula matematica corretta per calcolare il numero di combinazioni possibili con lo scambio di 9 coppie con 9 cavi su Enigma:,26! / (8! * 9! * 2^9),VERO
Modulo 1 - Unità didattica 1,Selezionare la formula matematica corretta per calcolare il numero di combinazioni possibili con lo scambio di 9 coppie con 9 cavi su Enigma:,26! / (6! * 9! * 2^9),FALSO
Modulo 1 - Unità didattica 1,Selezionare la formula matematica corretta per calcolare il numero di combinazioni possibili con lo scambio di 9 coppie con 9 cavi su Enigma:,26! / (2! * 9! * 2^9),FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,"Ha la dimensione di 32 bits, divisi in 4 gruppi da 8 bits",VERO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,"Ha la dimensione di 32 bits, divisi in 8 gruppi da 4 bits",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,"Ha la dimensione di 128 bits, divisi in 8 gruppi da 16 bits",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,"Ha la dimensione di 256 bits, divisi in 8 gruppi da 32 bits",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,"Può essere pubblico, ossia che può essere raggiunto da qualsiasi altro nodo di Internet, o privato, ovvero che viene riconosciuto solo all'interno di una rete locale",VERO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,Può essere assegnato da chiunque,FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,E' lungo esattamente 32 bit ed è solitamente rappresentato in formato decimale puntato,VERO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,"Non è associato al computer in sé bensì alla sua interfaccia di rete, se il computer ha più schede di rete avrà più indirizzi IP",VERO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,Pubblico su Internet deve essere univoco a livello globale ed è assegnato da autorità centrali e regionali,VERO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,"E' composto da quatto cifre decimali, dove ogni numero decimale può assumere un valore compreso tra 0 e 256",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,"Non è un indirizzo fisico di livello 2 (come l'indirizzo MAC), ma è un indirizzo logico di livello 3 che cambia a seconda della rete a cui ci si connette",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv4,Che contiene 255 nella quarta cifra decimale identifica sempre l'indirizzo di Broadcast,FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv6 è costituito da:,"32 bits, divisi in 4 ottetti binari",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv6 è costituito da:,"32 bits, divisi in 8 gruppi da 4 bits",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv6 è costituito da:,"128 bits, divisi in 8 gruppi da 16 bits",VERO
Modulo 1 - Unità didattica 1,Un indirizzo IPv6 è costituito da:,"128 bits, divisi in 16 gruppi da 8 bits",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv6 è costituito da:,"256 bits, divisi in 32 gruppi da 8 bits",FALSO
Modulo 1 - Unità didattica 1,Un indirizzo IPv6 è costituito da:,"256 bits, divisi in 8 gruppi da 32 bits",FALSO
Modulo 1 - Unità didattica 1,Un linguaggio di Markup,È un linguaggio di marcatura o di formattazione,VERO
Modulo 1 - Unità didattica 1,Un linguaggio di Markup,È un insieme di regole che descrivono i meccanismi di rappresentazione o impaginazione di un testo,VERO
Modulo 1 - Unità didattica 1,Un linguaggio di Markup,È il linguaggio HTML,VERO
Modulo 1 - Unità didattica 1,Un linguaggio di Markup,È il protocollo http,FALSO
Modulo 1 - Unità didattica 1,Un linguaggio di Markup,Mescola il testo di un documento con le istruzioni di markup nello stesso flusso di dati o file,VERO
Modulo 1 - Unità didattica 1,Un linguaggio di Markup,Non necessità di altri applicativi (o strumenti) per visualizzare correttamente il formato del testo,FALSO
Modulo 1 - Unità didattica 1,Una Minaccia alla sicurezza informatica,"Può essere definita come un codice eseguibile che ha la capacità di compiere operazioni dannose per la macchina in cui si trova, per il sistema informatico in cui si è inserito o per i dati in esso contenuti o gestiti",VERO
Modulo 1 - Unità didattica 1,Una Minaccia alla sicurezza informatica,Si propaga e si concretizza sempre indipendentemente dal fattore umano,FALSO
Modulo 1 - Unità didattica 1,Una Minaccia alla sicurezza informatica,"Utilizza un vettore (ovvero il percorso seguito dall'attacco) che può essere esterno, da parte di qualche malintenzionato, o interno all’organizzazione, anche incidentale",VERO
Modulo 1 - Unità didattica 1,Una Minaccia alla sicurezza informatica,Può essere eliminata mediante l’installazione di un buon antivirus,FALSO
Modulo 1 - Unità didattica 1,Una Minaccia alla sicurezza informatica,Può penetrare qualsiasi tipo di file eseguibile e diffondersi nel momento in cui il file viene copiato e inviato da un utente all'altro,VERO
Modulo 1 - Unità didattica 1,Una Minaccia alla sicurezza informatica,Può essere costituita dai Ramsomware,VERO
Modulo 1 - Unità didattica 2,Cos’è la crittografia?,È una tecnica di rappresentazione di dati o informazioni,VERO
Modulo 1 - Unità didattica 2,Cos’è la crittografia?,E' una tecnica che impedisce in assoluto che i dati vengano intercettati,FALSO
Modulo 1 - Unità didattica 2,Cos’è la crittografia?,E' una tecnica che viene usata solo in ambito militare e non ha applicazioni nella vita quotidiana,FALSO
Modulo 1 - Unità didattica 2,Cos’è la crittografia?,È una tecnica per impedire che l’informazione contenuta in un messaggio possa essere recepita da chi non ha la chiave di decriptazione,VERO
Modulo 1 - Unità didattica 2,Cos’è la crittografia?,È una tecnica per rendere più sicura la trasmissione dei dati o dei segnali,VERO
Modulo 1 - Unità didattica 2,Cos’è la crittografia?,È una tecnica per cifrare trasmissioni analogiche,FALSO
Modulo 1 - Unità didattica 2,Cryptojacking,È una minaccia in grado di infiltrarsi nei browser web e di compromettere ogni tipo di dispositivo informatico,VERO
Modulo 1 - Unità didattica 2,Cryptojacking,È una minaccia che utilizza le risorse di un computer o un dispositivo mobile per criptare dei file,FALSO
Modulo 1 - Unità didattica 2,Cryptojacking,È una minaccia che utilizza le risorse di un computer o un dispositivo mobile per “generare” criptovalute,VERO
Modulo 1 - Unità didattica 2,Cryptojacking,Utilizza malware che funzionano da processi in background sottraendo risorse hardware a danno dell’utente,VERO
Modulo 1 - Unità didattica 2,Cryptojacking,Sfrutta il meccanismo di compensazione dei “Miners” delle Blockchain delle criptovalute,VERO
Modulo 1 - Unità didattica 2,Cryptojacking,È una minaccia in grado di infiltrarsi nei DNS e di compromettere solo i server,FALSO
Modulo 1 - Unità didattica 2,Cyberwarfare,"Si associa all'uso di attacchi informatici da parte di uno Stato, organizzazione o gruppo per danneggiare eclusivamente infrastrutture che gestiscono reti informatiche militari",FALSO
Modulo 1 - Unità didattica 2,Cyberwarfare,"Può includere spionaggio e disinformazione, attraverso l'uso distorto dei media",VERO
Modulo 1 - Unità didattica 2,Cyberwarfare,"Si associa all'uso di attacchi informatici da parte di uno Stato, organizzazione o gruppo per danneggiare, interrompere o distruggere sistemi informatici e infrastrutture critiche di un avversario",VERO
Modulo 1 - Unità didattica 2,Cyberwarfare,"Può essere equiparata ai domini della guerra tradizionale: terra, cielo e mare.",VERO
Modulo 1 - Unità didattica 2,Cyberwarfare,Non può influenzare l’opinione pubblica di un Paese,FALSO
Modulo 1 - Unità didattica 2,Cyberwarfare,Può utilizzare attacchi di tipo DDoS (Distributed Denial of Service),VERO
Modulo 1 - Unità didattica 2,I Cyber Attacchi opportunistici,Sono attacchi che hanno una durata limitata nel tempo,VERO
Modulo 1 - Unità didattica 2,I Cyber Attacchi opportunistici,Sfruttano sempre vulnerabilità standardizzate (CVE),FALSO
Modulo 1 - Unità didattica 2,I Cyber Attacchi opportunistici,Hanno obiettivi prevalentemente economici,VERO
Modulo 1 - Unità didattica 2,I Cyber Attacchi opportunistici,Possono chiedere il riscatto dopo aver bloccato dei file di sistema,VERO
Modulo 1 - Unità didattica 2,I Cyber Attacchi opportunistici,Sono un fenomeno in crescita negli ultimi anni,VERO
Modulo 1 - Unità didattica 2,I Cyber Attacchi opportunistici,Possono sfruttare porte aperte o non configurate,VERO
Modulo 1 - Unità didattica 2,Il Dark Web,È accessibile solo tramite appositi browser e protocolli di anonimizzazione,VERO
Modulo 1 - Unità didattica 2,Il Dark Web,"Rappresenta una porzione molto piccola di internet (meno dello 0,01%)",VERO
Modulo 1 - Unità didattica 2,Il Dark Web,"Oltre a essere una ""centrale"" per il crimine informatico, l'anonimato che offre viene sfruttato da attivisti politici, giornalisti e informatori in paesi soggetti a censura.",VERO
Modulo 1 - Unità didattica 2,Il Dark Web,È sempre illegale proprio per le sue caratteristiche di anonimato,FALSO
Modulo 1 - Unità didattica 2,Il Dark Web,Garantisce sempre l'inviolabilità delle informazioni personali,FALSO
Modulo 1 - Unità didattica 2,Il Dark Web,"Si è evoluto in vero e proprio e-commerce strutturati, completo di sistemi di recensioni, conti deposito e assistenza clienti",VERO
Modulo 1 - Unità didattica 2,Il Furto di Identità Digitale,È punito dal Codice Penale Italiano come “Sostituzione della propria all'altrui persona” e “Frode Informatica”,VERO
Modulo 1 - Unità didattica 2,Il Furto di Identità Digitale,Può essere associato al solo reato di “Truffa”,FALSO
Modulo 1 - Unità didattica 2,Il Furto di Identità Digitale,Può avvenire mediante operazioni di Phishing,VERO
Modulo 1 - Unità didattica 2,Il Furto di Identità Digitale,È relativo all’uso illecito dell’insieme dei dati e delle informazioni che definiscono un individuo e costituiscono la rappresentazione virtuale dell'identità reale utilizzabile durante interazioni elettroniche,VERO
Modulo 1 - Unità didattica 2,Il Furto di Identità Digitale,È relativo ai soli dati biometrici che definiscono un individuo e costituiscono una delle rappresentazioni virtuali dell'identità reale utilizzabile durante interazioni elettroniche,FALSO
Modulo 1 - Unità didattica 2,Il Furto di Identità Digitale,È un reato amministrativo secondo l’ordinamento italiano,FALSO
Modulo 1 - Unità didattica 2,Il Ransomware,"Si diffonde di solito via e-mail, sistemi di messaggistica o chat",VERO
Modulo 1 - Unità didattica 2,Il Ransomware,Si diffonde sempre tramite sofisticate forme di attacco informatico,FALSO
Modulo 1 - Unità didattica 2,Il Ransomware,Utilizza messaggi che sembrano provenire da soggetti conosciuti oppure da persone fidate,VERO
Modulo 1 - Unità didattica 2,Il Ransomware,Una volta effettuato il contagio si suggerisce di pagare il riscatto,FALSO
Modulo 1 - Unità didattica 2,Il Ransomware,Una volta effettuato il contagio di un computer non si propaga in rete,FALSO
Modulo 1 - Unità didattica 2,Il Ransomware,"Si può mitigare con la formazione del personale, l’aggiornamento dei sw e l’uso periodico e frequente di backup dei dati e dei sistemi",VERO
Modulo 1 - Unità didattica 2,Il Social Engineering,È una tecnica di attacco che può sfruttare anche strumenti non informatici,VERO
Modulo 1 - Unità didattica 2,Il Social Engineering,Può utilizzare i siti “social” su cui sono esposte direttamente o indirettamente informazioni personali,VERO
Modulo 1 - Unità didattica 2,Il Social Engineering,Può utilizzare il Baiting,VERO
Modulo 1 - Unità didattica 2,Il Social Engineering,Può utilizzare un attacco tipo “forza bruta”,FALSO
Modulo 1 - Unità didattica 2,Il Social Engineering,Può utilizzare il Phishing,VERO
Modulo 1 - Unità didattica 2,Il Social Engineering,È diretto prevalentemente contro le aziende,FALSO
Modulo 1 - Unità didattica 2,L’Avanced Persistent Threat (APT),"È una minaccia perpetrata da un avversario dotato di notevole bagaglio tecnico e grandi risorse, in grado di effettuare attacchi su vasta scala, utilizzando molteplici vettori, e per periodi di tempo molto estesi",VERO
Modulo 1 - Unità didattica 2,L’Avanced Persistent Threat (APT),È una minaccia che colpisce aziende molto grandi,FALSO
Modulo 1 - Unità didattica 2,L’Avanced Persistent Threat (APT),È di solito gestita da gruppi organizzati e/o da stati sovrani,VERO
Modulo 1 - Unità didattica 2,L’Avanced Persistent Threat (APT),Utilizza software largamente disponibili per riuscire meglio a propagarsi,FALSO
Modulo 1 - Unità didattica 2,L’Avanced Persistent Threat (APT),"Può utilizzare software creati ad hoc, più versatili e complessi da rilevare",VERO
Modulo 1 - Unità didattica 2,L’Avanced Persistent Threat (APT),"Per raccogliere informazioni sui propri obiettivi può utilizzare tool estremamente sofisticati, e, potenzialmente, anche appoggiarsi ai servizi di intelligence del paese di provenienza",VERO
Modulo 1 - Unità didattica 2,La Cyber Security nella Supply Chain,E' una tematica che riguarda esclusivamente le forniture di software applicativo,FALSO
Modulo 1 - Unità didattica 2,La Cyber Security nella Supply Chain,E' una tematica che riguarda la cyber security delle forniture digitali e in generale l'integrazione informatica sicura di tutta la catena di fornitura,VERO
Modulo 1 - Unità didattica 2,La Cyber Security nella Supply Chain,Si migliora attraverso l'allineamento dei requisiti di Cyber Security con i fornitori,FALSO
Modulo 1 - Unità didattica 2,La Cyber Security nella Supply Chain,Si migliora mediante assessment periodici con i fornitori diretti,VERO
Modulo 1 - Unità didattica 2,La Cyber Security nella Supply Chain,"Può essere migliorata mediante la certificazioni di cybersecurity dei sistemi di gestione, di prodotto o di componente nella catena di fornitura",VERO
Modulo 1 - Unità didattica 2,La Cyber Security nella Supply Chain,E' un problema che riguarda solamente le aziende di produzione,FALSO
Modulo 1 - Unità didattica 2,La Cybersecurity nella Supply Chain del software,"Necessità un monitoraggio continuo della Software Bill of Materials (SBOM), ovvero l'elenco completo di tutti i componenti di terze parti utilizzati in un software",VERO
Modulo 1 - Unità didattica 2,La Cybersecurity nella Supply Chain del software,"Riguarda esclusivamente il codice sorgente finale distribuito ai clienti, questo perché gli attacchi si concentrano solo sul prodotto finito.",FALSO
Modulo 1 - Unità didattica 2,La Cybersecurity nella Supply Chain del software,Richiede sempre la firma digitale del codice (code signing) in modo da essere 100% sicuri che il codice sia privo di malware,FALSO
Modulo 1 - Unità didattica 2,La Cybersecurity nella Supply Chain del software,Può essere risolta mediante l'utilizzo esclusivo di codice open source poiché il codice è pubblicamente visibile e controllato dalla community,FALSO
Modulo 1 - Unità didattica 2,La Cybersecurity nella Supply Chain del software,"Può riguradare la ""mancanza di manutenzione"" di una libreria di terze parti",VERO
Modulo 1 - Unità didattica 2,La Cybersecurity nella Supply Chain del software,E' un problema che riguarda solo gli sviluppatori del software e non influisce sull'ufficio acquisiti e l'ufficio legale di un'organizzazione,FALSO
Modulo 1 - Unità didattica 2,La Supply Chain o catena di fornitura,Può essere il bersaglio per un attacco indiretto ad un determinato obiettivo,VERO
Modulo 1 - Unità didattica 2,La Supply Chain o catena di fornitura,"Permette attacchi di più difficile individuazione e, di solito, di più semplice realizzazione",VERO
Modulo 1 - Unità didattica 2,La Supply Chain o catena di fornitura,Può essere il bersaglio di Cyber Attacchi di solito nelle PMI (Piccole e Medie Aziende),VERO
Modulo 1 - Unità didattica 2,La Supply Chain o catena di fornitura,Può essere il bersaglio di Cyber Attacchi di solito nelle Grandi Aziende,FALSO
Modulo 1 - Unità didattica 2,La Supply Chain o catena di fornitura,Non è a rischio di Cyber Attacchi solamente se elimina l’integrazione informatica cliente-fornitore,FALSO
Modulo 1 - Unità didattica 2,La Supply Chain o catena di fornitura,"Riduce il rischio di Cyber Attacchi se implementa una corretta politica di gestione dei fornitori, ad esempio, richiedendo specifici requisiti di sicurezza informatica",VERO
Modulo 1 - Unità didattica 2,Phishing,È un illecito civile e penale secondo la legge Italiana,VERO
Modulo 1 - Unità didattica 2,Phishing,È un illecito civile ma non penale secondo la legge italiana,FALSO
Modulo 1 - Unità didattica 2,Phishing,Consiste in una truffa su internet attraverso la quale si cerca di ingannare la vittima con lo scopo di carpire informazioni sensibili,VERO
Modulo 1 - Unità didattica 2,Phishing,Può avvenire attraverso una mail realizzata appositamente per favorire l'inserimento di informazioni personali,VERO
Modulo 1 - Unità didattica 2,Phishing,Consiste nell'impersonare qualcuno per ottenere l'accesso a dati privilegiati,FALSO
Modulo 1 - Unità didattica 2,Phishing,Si realizza offrendo qualcosa al fine di consentire il download di un file dannoso,FALSO
Modulo 1 - Unità didattica 2,Un attacco di tipo DoS,Esaurisce le risorse di un sistema sino a bloccarlo,VERO
Modulo 1 - Unità didattica 2,Un attacco di tipo DoS,"Viene abitualmente attuato inviando molti pacchetti di richieste, di solito ad un server web o di posta elettronica ma non solo",VERO
Modulo 1 - Unità didattica 2,Un attacco di tipo DoS,Può essere attuato a vari livelli dello stack ISO-OSI,VERO
Modulo 1 - Unità didattica 2,Un attacco di tipo DoS,Per moltiplicare l'efficacia può utilizzare una rete di computer infetti,VERO
Modulo 1 - Unità didattica 2,Un attacco di tipo DoS,Utilizza una botnet per coordinare le attività dei server che generano gli accessi multipli al target predefinito,FALSO
Modulo 1 - Unità didattica 2,Un attacco di tipo DoS,Utilizza botnet per generare attacchi multipli ad un target (in questo caso è denominato DDoS),VERO
Modulo 1 - Unità didattica 2,"Un linguaggio di programmazione (es. C, C++, Python, ecc.)",Può non essere nativamente cyber sicuro,VERO
Modulo 1 - Unità didattica 2,"Un linguaggio di programmazione (es. C, C++, Python, ecc.)","Può essere soggetto a standardizzazione nelle strutture logiche, funzionali o procedurali",VERO
Modulo 1 - Unità didattica 2,"Un linguaggio di programmazione (es. C, C++, Python, ecc.)",Deve essere considerato un requisito critico nella gestione dei fornitori del software,VERO
Modulo 1 - Unità didattica 2,"Un linguaggio di programmazione (es. C, C++, Python, ecc.)",Può avere vulnerabilità intrinseche,VERO
Modulo 1 - Unità didattica 2,"Un linguaggio di programmazione (es. C, C++, Python, ecc.)",Deve essere lasciato completamente libero da vincoli per permettere al programmatore di sfruttare tutte le sue capacità,FALSO
Modulo 1 - Unità didattica 2,"Un linguaggio di programmazione (es. C, C++, Python, ecc.)","Se di recente realizzazione è sempre auto-esplicativo, nel senso che non necessità di pesanti descrizioni o commenti",FALSO
Modulo 1 - Unità didattica 2,Un’Infrastruttura Critica,Può essere un’azienda che concorre al mantenimento delle funzioni vitali di un paese,VERO
Modulo 1 - Unità didattica 2,Un’Infrastruttura Critica,Può fornire servizi per la salute pubblica,VERO
Modulo 1 - Unità didattica 2,Un’Infrastruttura Critica,Può fornire acqua potabile,VERO
Modulo 1 - Unità didattica 2,Un’Infrastruttura Critica,È un’azienda appartenente al terziario in genere,FALSO
Modulo 1 - Unità didattica 2,Un’Infrastruttura Critica,In europa rientra verosimilmente nella tassonomia dei soggetti altamente critici e critici presente nella normativa NIS 2,VERO
Modulo 1 - Unità didattica 2,Un’Infrastruttura Critica,"Italiana, per tipologia, è sicuramente critica anche in un paese extra-europeo",FALSO
Modulo 1 - Unità didattica 2,Una Botnet,È una rete composta da dispositivi infettati da malware che agiscono sotto il controllo di un unico attore aumentando le risorse e le capacità offensive a sua disposizione,VERO
Modulo 1 - Unità didattica 2,Una Botnet,È una rete composta da dispositivi infettati da malware che agiscono sotto il controllo di attori multipli aumentando le risorse e capacità offensive a loro disposizione,FALSO
Modulo 1 - Unità didattica 2,Una Botnet,È una rete composta da dispositivi infettati che permette di creare un sovraccarico anche nelle server farm che gestiscono siti capaci di grande traffico,VERO
Modulo 1 - Unità didattica 2,Una Botnet,È lo strumento principale per realizzare un attacco di tipo Ransomware,FALSO
Modulo 1 - Unità didattica 2,Una Botnet,È lo strumento principale per realizzare un attacco di tipo DDoS (Distributed Denial of Service),VERO
